subject,block,number,response,error,rt,condition,correct,congruency,size,task,congsize,decade,unit,sizeunit,decadeDistance,unitDistance,distance
5,1,43,l       ,C       ,500,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,3,small unit digits,1,2,12
5,1,66,a       ,C       ,631,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,6,large unit digits,1,1,11
5,1,86,a       ,C       ,501,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,6,large unit digits,3,1,31
5,1,33,a       ,E       ,631,unit,0,congruent,small decade digits,magnitude,both digits have the same size,3,3,small unit digits,2,2,22
5,1,34,l       ,C       ,591,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,4,small unit digits,2,1,21
5,1,27,a       ,C       ,721,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,7,large unit digits,3,2,28
5,1,29,a       ,C       ,490,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,9,large unit digits,3,4,26
5,1,26,a       ,C       ,500,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,6,large unit digits,3,1,29
5,1,36,a       ,C       ,511,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,6,large unit digits,2,1,19
5,1,79,a       ,C       ,571,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,9,large unit digits,2,4,24
5,1,63,l       ,C       ,471,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,3,small unit digits,1,2,8
5,1,17,a       ,C       ,732,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,7,large unit digits,4,2,38
5,1,87,a       ,C       ,1021,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,7,large unit digits,3,2,32
5,1,47,a       ,C       ,571,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,7,large unit digits,1,2,8
5,1,21,l       ,C       ,561,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,1,small unit digits,3,4,34
5,1,64,l       ,C       ,421,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,4,small unit digits,1,1,9
5,1,82,l       ,C       ,491,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,2,small unit digits,3,3,27
5,1,19,l       ,E       ,540,unit,0,incongruent,small decade digits,magnitude,digits have different size,1,9,large unit digits,4,4,36
5,1,99,a       ,C       ,801,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,9,large unit digits,4,4,44
5,1,12,l       ,C       ,471,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,2,small unit digits,4,3,43
5,1,48,a       ,C       ,540,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,8,large unit digits,1,3,7
5,1,61,l       ,C       ,561,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,1,small unit digits,1,4,6
5,1,88,a       ,C       ,731,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,8,large unit digits,3,3,33
5,1,18,a       ,C       ,541,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,8,large unit digits,4,3,37
5,1,67,a       ,C       ,691,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,7,large unit digits,1,2,12
5,1,38,a       ,C       ,551,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,8,large unit digits,2,3,17
5,1,83,l       ,C       ,521,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,3,small unit digits,3,2,28
5,2,97,a       ,C       ,620,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,7,large unit digits,4,2,42
5,2,18,a       ,C       ,701,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,8,large unit digits,4,3,37
5,2,24,l       ,C       ,902,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,4,small unit digits,3,1,31
5,2,84,l       ,C       ,521,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,4,small unit digits,3,1,29
5,2,93,l       ,C       ,541,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,3,small unit digits,4,2,38
5,2,11,l       ,C       ,1241,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,1,small unit digits,4,4,44
5,2,76,a       ,C       ,531,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,6,large unit digits,2,1,21
5,2,79,a       ,C       ,741,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,9,large unit digits,2,4,24
5,2,36,a       ,C       ,441,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,6,large unit digits,2,1,19
5,2,62,l       ,C       ,1041,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,2,small unit digits,1,3,7
5,2,32,l       ,C       ,510,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,2,small unit digits,2,3,23
5,2,22,l       ,C       ,440,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,2,small unit digits,3,3,33
5,2,28,a       ,C       ,510,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,8,large unit digits,3,3,27
5,2,91,l       ,C       ,471,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,1,small unit digits,4,4,36
5,2,31,l       ,C       ,461,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,1,small unit digits,2,4,24
5,2,92,l       ,C       ,511,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,2,small unit digits,4,3,37
5,2,49,a       ,C       ,591,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,9,large unit digits,1,4,6
5,2,27,a       ,C       ,510,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,7,large unit digits,3,2,28
5,2,12,l       ,C       ,631,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,2,small unit digits,4,3,43
5,2,39,a       ,C       ,871,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,9,large unit digits,2,4,16
5,2,14,l       ,C       ,631,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,4,small unit digits,4,1,41
5,2,71,l       ,C       ,551,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,1,small unit digits,2,4,16
5,2,29,a       ,C       ,551,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,9,large unit digits,3,4,26
5,2,86,a       ,C       ,901,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,6,large unit digits,3,1,31
5,2,43,l       ,C       ,711,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,3,small unit digits,1,2,12
5,2,61,l       ,C       ,451,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,1,small unit digits,1,4,6
5,2,78,a       ,C       ,601,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,8,large unit digits,2,3,23
5,2,63,l       ,C       ,611,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,3,small unit digits,1,2,8
5,2,21,l       ,C       ,500,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,1,small unit digits,3,4,34
5,2,67,a       ,C       ,671,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,7,large unit digits,1,2,12
5,2,46,a       ,C       ,571,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,6,large unit digits,1,1,9
5,2,98,a       ,C       ,461,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,8,large unit digits,4,3,43
5,2,34,l       ,C       ,701,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,4,small unit digits,2,1,21
5,2,26,a       ,C       ,621,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,6,large unit digits,3,1,29
5,2,89,a       ,C       ,711,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,9,large unit digits,3,4,34
5,2,87,a       ,C       ,440,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,7,large unit digits,3,2,32
5,2,38,a       ,C       ,581,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,8,large unit digits,2,3,17
5,2,47,a       ,C       ,511,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,7,large unit digits,1,2,8
5,2,69,a       ,C       ,481,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,9,large unit digits,1,4,14
5,2,82,l       ,C       ,460,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,2,small unit digits,3,3,27
5,2,83,l       ,C       ,500,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,3,small unit digits,3,2,28
5,2,44,l       ,C       ,601,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,4,small unit digits,1,1,11
5,2,73,l       ,C       ,651,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,3,small unit digits,2,2,18
5,2,13,l       ,C       ,481,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,3,small unit digits,4,2,42
5,2,37,a       ,C       ,641,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,7,large unit digits,2,2,18
5,2,94,l       ,C       ,1382,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,4,small unit digits,4,1,39
5,2,23,l       ,C       ,701,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,3,small unit digits,3,2,32
5,2,74,l       ,C       ,521,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,4,small unit digits,2,1,19
5,2,72,l       ,C       ,701,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,2,small unit digits,2,3,17
5,2,68,a       ,C       ,690,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,8,large unit digits,1,3,13
5,2,66,a       ,C       ,621,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,6,large unit digits,1,1,11
5,2,33,l       ,C       ,741,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,3,small unit digits,2,2,22
5,2,81,l       ,C       ,541,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,1,small unit digits,3,4,26
5,2,16,a       ,C       ,911,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,6,large unit digits,4,1,39
5,2,88,a       ,C       ,631,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,8,large unit digits,3,3,33
5,2,19,a       ,C       ,551,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,9,large unit digits,4,4,36
5,2,77,a       ,C       ,551,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,7,large unit digits,2,2,22
5,2,42,l       ,C       ,641,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,2,small unit digits,1,3,13
5,2,64,l       ,C       ,611,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,4,small unit digits,1,1,9
5,2,99,a       ,C       ,591,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,9,large unit digits,4,4,44
5,2,41,l       ,C       ,580,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,1,small unit digits,1,4,14
5,2,17,a       ,C       ,741,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,7,large unit digits,4,2,38
5,2,48,a       ,C       ,631,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,8,large unit digits,1,3,7
5,2,96,a       ,C       ,1021,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,6,large unit digits,4,1,41
6,1,41,a       ,C       ,1262,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,1,small unit digits,1,4,14
6,1,13,a       ,C       ,430,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,3,small unit digits,4,2,42
6,1,81,l       ,E       ,430,unit,0,incongruent,large decade digits,magnitude,digits have different size,8,1,small unit digits,3,4,26
6,1,43,a       ,C       ,691,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,3,small unit digits,1,2,12
6,1,73,a       ,C       ,621,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,3,small unit digits,2,2,18
6,1,61,a       ,C       ,600,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,1,small unit digits,1,4,6
6,1,26,l       ,C       ,681,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,6,large unit digits,3,1,29
6,1,93,a       ,C       ,481,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,3,small unit digits,4,2,38
6,1,67,l       ,C       ,731,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,7,large unit digits,1,2,12
6,1,62,a       ,C       ,471,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,2,small unit digits,1,3,7
6,1,77,l       ,C       ,531,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,7,large unit digits,2,2,22
6,1,47,l       ,C       ,481,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,7,large unit digits,1,2,8
6,1,91,a       ,C       ,661,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,1,small unit digits,4,4,36
6,1,28,l       ,C       ,701,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,8,large unit digits,3,3,27
6,1,92,a       ,C       ,411,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,2,small unit digits,4,3,37
6,1,86,l       ,C       ,862,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,6,large unit digits,3,1,31
6,1,97,l       ,C       ,441,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,7,large unit digits,4,2,42
6,1,64,a       ,C       ,711,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,4,small unit digits,1,1,9
6,1,78,l       ,C       ,430,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,8,large unit digits,2,3,23
6,1,32,a       ,C       ,430,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,2,small unit digits,2,3,23
6,1,46,l       ,C       ,450,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,6,large unit digits,1,1,9
6,1,76,l       ,C       ,380,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,6,large unit digits,2,1,21
6,1,82,a       ,C       ,440,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,2,small unit digits,3,3,27
6,1,34,a       ,C       ,390,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,4,small unit digits,2,1,21
6,1,11,a       ,C       ,400,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,1,small unit digits,4,4,44
6,1,63,a       ,C       ,581,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,3,small unit digits,1,2,8
6,1,79,l       ,C       ,451,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,9,large unit digits,2,4,24
6,1,21,a       ,C       ,351,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,1,small unit digits,3,4,34
6,1,98,l       ,C       ,341,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,8,large unit digits,4,3,43
6,1,23,a       ,C       ,441,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,3,small unit digits,3,2,32
6,1,88,l       ,C       ,381,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,8,large unit digits,3,3,33
6,1,84,a       ,C       ,371,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,4,small unit digits,3,1,29
6,1,96,l       ,C       ,401,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,6,large unit digits,4,1,41
6,1,24,a       ,C       ,391,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,4,small unit digits,3,1,31
6,1,66,l       ,C       ,841,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,6,large unit digits,1,1,11
6,1,14,a       ,C       ,390,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,4,small unit digits,4,1,41
6,1,44,a       ,C       ,390,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,4,small unit digits,1,1,11
6,1,38,l       ,C       ,400,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,8,large unit digits,2,3,17
6,1,69,l       ,C       ,571,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,9,large unit digits,1,4,14
6,1,37,l       ,C       ,481,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,7,large unit digits,2,2,18
6,1,12,a       ,C       ,381,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,2,small unit digits,4,3,43
6,1,29,l       ,C       ,391,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,9,large unit digits,3,4,26
6,1,42,a       ,C       ,371,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,2,small unit digits,1,3,13
6,1,72,a       ,C       ,411,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,2,small unit digits,2,3,17
6,1,94,a       ,C       ,381,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,4,small unit digits,4,1,39
6,1,99,l       ,C       ,461,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,9,large unit digits,4,4,44
6,1,39,a       ,E       ,451,unit,0,incongruent,small decade digits,magnitude,digits have different size,3,9,large unit digits,2,4,16
6,1,22,a       ,C       ,421,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,2,small unit digits,3,3,33
6,1,83,a       ,C       ,490,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,3,small unit digits,3,2,28
6,1,19,l       ,C       ,671,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,9,large unit digits,4,4,36
6,1,71,a       ,C       ,471,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,1,small unit digits,2,4,16
6,1,49,l       ,C       ,341,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,9,large unit digits,1,4,6
6,1,74,a       ,C       ,601,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,4,small unit digits,2,1,19
6,1,68,l       ,C       ,371,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,8,large unit digits,1,3,13
6,1,18,l       ,C       ,461,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,8,large unit digits,4,3,37
6,1,87,l       ,C       ,340,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,7,large unit digits,3,2,32
6,1,36,a       ,E       ,380,unit,0,incongruent,small decade digits,magnitude,digits have different size,3,6,large unit digits,2,1,19
6,1,89,l       ,C       ,430,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,9,large unit digits,3,4,34
6,1,16,a       ,E       ,440,unit,0,incongruent,small decade digits,magnitude,digits have different size,1,6,large unit digits,4,1,39
6,1,27,l       ,C       ,621,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,7,large unit digits,3,2,28
6,1,17,l       ,C       ,320,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,7,large unit digits,4,2,38
6,1,48,l       ,C       ,441,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,8,large unit digits,1,3,7
6,1,31,a       ,C       ,441,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,1,small unit digits,2,4,24
6,1,33,a       ,C       ,471,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,3,small unit digits,2,2,22
6,2,42,a       ,C       ,431,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,2,small unit digits,1,3,13
6,2,33,a       ,C       ,411,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,3,small unit digits,2,2,22
6,2,17,l       ,C       ,391,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,7,large unit digits,4,2,38
6,2,48,l       ,C       ,351,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,8,large unit digits,1,3,7
6,2,38,l       ,C       ,301,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,8,large unit digits,2,3,17
6,2,44,a       ,C       ,511,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,4,small unit digits,1,1,11
6,2,82,a       ,C       ,351,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,2,small unit digits,3,3,27
6,2,91,a       ,C       ,361,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,1,small unit digits,4,4,36
6,2,34,a       ,C       ,521,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,4,small unit digits,2,1,21
6,2,37,l       ,C       ,421,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,7,large unit digits,2,2,18
6,2,94,a       ,C       ,752,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,4,small unit digits,4,1,39
6,2,74,a       ,C       ,381,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,4,small unit digits,2,1,19
6,2,73,a       ,C       ,381,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,3,small unit digits,2,2,18
6,2,29,l       ,C       ,421,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,9,large unit digits,3,4,26
6,2,72,a       ,C       ,501,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,2,small unit digits,2,3,17
6,2,36,l       ,C       ,461,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,6,large unit digits,2,1,19
6,2,16,l       ,C       ,371,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,6,large unit digits,4,1,39
6,2,96,l       ,C       ,361,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,6,large unit digits,4,1,41
6,2,64,l       ,E       ,371,unit,0,incongruent,large decade digits,magnitude,digits have different size,6,4,small unit digits,1,1,9
6,2,83,a       ,C       ,431,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,3,small unit digits,3,2,28
6,2,14,a       ,C       ,441,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,4,small unit digits,4,1,41
6,2,98,l       ,C       ,401,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,8,large unit digits,4,3,43
6,2,92,a       ,C       ,401,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,2,small unit digits,4,3,37
6,2,88,l       ,C       ,391,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,8,large unit digits,3,3,33
6,2,78,l       ,C       ,391,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,8,large unit digits,2,3,23
6,2,49,l       ,C       ,441,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,9,large unit digits,1,4,6
6,2,27,a       ,E       ,401,unit,0,incongruent,small decade digits,magnitude,digits have different size,2,7,large unit digits,3,2,28
6,2,11,a       ,C       ,430,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,1,small unit digits,4,4,44
6,2,87,l       ,C       ,510,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,7,large unit digits,3,2,32
6,2,84,a       ,C       ,390,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,4,small unit digits,3,1,29
6,2,23,a       ,C       ,400,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,3,small unit digits,3,2,32
6,2,41,a       ,C       ,370,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,1,small unit digits,1,4,14
6,2,61,a       ,C       ,380,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,1,small unit digits,1,4,6
6,2,24,a       ,C       ,320,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,4,small unit digits,3,1,31
6,2,22,a       ,C       ,360,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,2,small unit digits,3,3,33
6,2,67,l       ,C       ,400,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,7,large unit digits,1,2,12
6,2,13,a       ,C       ,380,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,3,small unit digits,4,2,42
6,2,66,l       ,C       ,400,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,6,large unit digits,1,1,11
6,2,19,l       ,C       ,360,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,9,large unit digits,4,4,36
6,2,81,a       ,C       ,410,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,1,small unit digits,3,4,26
6,2,46,l       ,C       ,641,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,6,large unit digits,1,1,9
6,2,77,l       ,C       ,360,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,7,large unit digits,2,2,22
6,2,43,l       ,E       ,330,unit,0,congruent,small decade digits,magnitude,both digits have the same size,4,3,small unit digits,1,2,12
6,2,79,l       ,C       ,360,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,9,large unit digits,2,4,24
6,2,71,a       ,C       ,420,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,1,small unit digits,2,4,16
6,2,99,l       ,C       ,471,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,9,large unit digits,4,4,44
6,2,26,l       ,C       ,541,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,6,large unit digits,3,1,29
6,2,31,a       ,C       ,421,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,1,small unit digits,2,4,24
6,2,47,l       ,C       ,411,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,7,large unit digits,1,2,8
6,2,93,a       ,C       ,401,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,3,small unit digits,4,2,38
6,2,28,l       ,C       ,381,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,8,large unit digits,3,3,27
6,2,86,l       ,C       ,411,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,6,large unit digits,3,1,31
6,2,32,a       ,C       ,481,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,2,small unit digits,2,3,23
6,2,89,l       ,C       ,371,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,9,large unit digits,3,4,34
6,2,68,l       ,C       ,471,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,8,large unit digits,1,3,13
6,2,69,l       ,C       ,510,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,9,large unit digits,1,4,14
6,2,39,l       ,C       ,330,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,9,large unit digits,2,4,16
6,2,18,l       ,C       ,490,unit,1,incongruent,small decade digits,magnitude,digits have different size,1,8,large unit digits,4,3,37
6,2,97,l       ,C       ,380,unit,1,congruent,large decade digits,magnitude,both digits have the same size,9,7,large unit digits,4,2,42
6,2,21,a       ,C       ,511,unit,1,congruent,small decade digits,magnitude,both digits have the same size,2,1,small unit digits,3,4,34
6,2,76,l       ,C       ,411,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,6,large unit digits,2,1,21
6,2,62,a       ,C       ,431,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,2,small unit digits,1,3,7
6,2,12,a       ,C       ,471,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,2,small unit digits,4,3,43
6,2,63,a       ,C       ,491,unit,1,incongruent,large decade digits,magnitude,digits have different size,6,3,small unit digits,1,2,8
6,1,93,l       ,C       ,531,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,3,small unit digits,4,2,38
6,1,37,a       ,C       ,371,unit,1,incongruent,small decade digits,magnitude,digits have different size,3,7,large unit digits,2,2,18
6,1,92,l       ,C       ,411,unit,1,incongruent,large decade digits,magnitude,digits have different size,9,2,small unit digits,4,3,37
6,1,66,a       ,C       ,421,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,6,large unit digits,1,1,11
6,1,41,l       ,C       ,321,unit,1,congruent,small decade digits,magnitude,both digits have the same size,4,1,small unit digits,1,4,14
6,1,11,l       ,C       ,271,unit,1,congruent,small decade digits,magnitude,both digits have the same size,1,1,small unit digits,4,4,44
6,1,49,a       ,C       ,421,unit,1,incongruent,small decade digits,magnitude,digits have different size,4,9,large unit digits,1,4,6
6,1,39,l       ,E       ,341,unit,0,incongruent,small decade digits,magnitude,digits have different size,3,9,large unit digits,2,4,16
6,1,79,a       ,C       ,421,unit,1,congruent,large decade digits,magnitude,both digits have the same size,7,9,large unit digits,2,4,24
6,1,74,l       ,C       ,341,unit,1,incongruent,large decade digits,magnitude,digits have different size,7,4,small unit digits,2,1,19
6,1,87,a       ,C       ,361,unit,1,congruent,large decade digits,magnitude,both digits have the same size,8,7,large unit digits,3,2,32
6,1,26,a       ,C       ,361,unit,1,incongruent,small decade digits,magnitude,digits have different size,2,6,large unit digits,3,1,29
6,1,33,l       ,C       ,401,unit,1,congruent,small decade digits,magnitude,both digits have the same size,3,3,small unit digits,2,2,22
6,1,83,l       ,C       ,381,unit,1,incongruent,large decade digits,magnitude,digits have different size,8,3,small unit digits,3,2,28
6,1,69,a       ,C       ,511,unit,1,congruent,large decade digits,magnitude,both digits have the same size,6,9,large unit digits,1,4,14
